"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3308024,"September 14, 2025","South Carolina",Columbia,"8310 Two Notch Rd",1,0,0,0,1,N/A
3308094,"September 14, 2025","North Carolina","Winston Salem (Winston-salem)","100 block of W 3rd St",1,1,0,0,0,N/A
3308302,"September 14, 2025",Virginia,Gretna,"Derby Rd",1,0,0,0,1,N/A
3307540,"September 14, 2025",Georgia,Macon,"1800 block of Sussex Dr",1,0,0,0,0,N/A
3307588,"September 14, 2025",Texas,"San Antonio","849 E Commerce St",1,1,0,1,0,N/A
3307703,"September 14, 2025",Texas,"San Antonio","7810 Callaghan Rd",2,0,0,0,1,N/A
3308215,"September 14, 2025",Michigan,Flint,"2600 block of Seneca St",1,0,0,0,0,N/A
3307455,"September 14, 2025",Minnesota,Minneapolis,"1500 block of E Lake St",1,1,0,0,0,N/A
3308495,"September 14, 2025",Washington,"Centralia (Grand Mound)","201st Ave SW",1,0,0,0,1,N/A
3307453,"September 14, 2025",Minnesota,Minneapolis,"1400 block of Russell Ave N",1,0,0,0,1,N/A
3307475,"September 14, 2025",Missouri,"Kansas City","6859 Longview Rd",2,0,0,0,0,N/A
3307814,"September 14, 2025",California,"Los Angeles","E 29th St and San Pedro St",1,0,0,0,0,N/A
3307521,"September 14, 2025",California,"Los Angeles","1100 block of S Los Angeles St",1,1,0,0,0,N/A
3309723,"September 14, 2025",California,Compton,"1500 block of 155th St",1,0,0,0,0,N/A
3307962,"September 14, 2025",Maryland,Severn,"Taylors Hill Ln and Fredericksburg Rd",1,0,0,0,1,N/A
3307372,"September 14, 2025",Colorado,"Aurora (Centennial)","10900 E Briarwood Ave",0,0,1,0,0,N/A
3307364,"September 14, 2025",Florida,Miami,"333 NE 79th St",1,0,0,0,0,N/A
3308437,"September 14, 2025",Alabama,Montgomery,"2200 block of E South Blvd",1,0,0,0,1,N/A
3307960,"September 14, 2025",California,"San Francisco","Golden Gate Ave and Turk St",1,0,0,0,1,N/A
3307914,"September 14, 2025","New Mexico",Albuquerque,"2712 Sunshine W Plaza Dr SW",2,0,0,0,1,N/A
3307379,"September 14, 2025",Colorado,Pueblo,"W 8th St and West St",0,0,1,0,0,N/A
3307896,"September 14, 2025",Texas,"Corpus Christi","N Shoreline Blvd and Starr St",1,0,0,0,1,N/A
3307879,"September 14, 2025",California,"Lake Elsinore","28000 block of Wells Fargo Ln",1,0,0,0,1,N/A
3310286,"September 14, 2025",Missouri,"Saint Louis","4500 block of Cottage Ave",1,2,0,0,0,N/A
3307279,"September 14, 2025",Kentucky,Louisville,"700 E Muhammad Ali Blvd",1,0,0,0,0,N/A
3308796,"September 14, 2025",Arizona,Peoria,"8224 W Hatfield Rd",1,0,0,0,1,N/A
3308568,"September 14, 2025",Louisiana,"Bossier City","5200 E Texas St",1,2,1,0,0,N/A
3308445,"September 14, 2025",Alaska,Anchorage,"105 N Post Rd",1,0,0,0,0,N/A
3309466,"September 14, 2025",Oklahoma,Briggs,"S 560 Rd and E 770 Rd",0,0,1,0,0,N/A
3307351,"September 14, 2025",Tennessee,Nashville,"321 Southwood Park Pl",0,0,1,0,0,N/A
3307310,"September 14, 2025",Mississippi,Pearlington,"MS-604 and Old Gainsville Rd",0,0,1,0,0,N/A
3308518,"September 14, 2025",Idaho,Lewiston,"3700 block of 11th St",1,0,1,0,0,N/A
3307510,"September 14, 2025",Washington,Spanaway,"16025 13th Ave Ct E",0,0,1,0,0,N/A
3314140,"September 13, 2025",Pennsylvania,Reading,"River Rd",2,0,0,0,1,N/A
3307721,"September 13, 2025",Oklahoma,Tulsa,"4424 N Main St",0,0,1,0,0,N/A
3309903,"September 13, 2025",Texas,Center,N/A,1,0,0,0,3,N/A
3307536,"September 13, 2025",California,"Los Angeles",N/A,1,0,0,0,0,N/A
3308231,"September 13, 2025",Nevada,Minden,"Vicki Ln",0,0,1,0,0,N/A
3307045,"September 13, 2025",Texas,"San Antonio","900 block of San Fernando St",1,0,0,0,1,N/A
3307926,"September 13, 2025",Florida,Madison,"SE Vera Ave and SE Old County Camp Rd",0,0,1,0,0,N/A
3307747,"September 13, 2025",Texas,Austin,"1430 Frontier Valley Dr",1,0,0,0,0,N/A
3307233,"September 13, 2025",California,Lawndale,"14600 Larch Ave",1,0,0,0,0,N/A
3307559,"September 13, 2025","South Carolina",Johnsonville,"904 S Midway Hwy",1,0,0,0,1,N/A
3307419,"September 13, 2025",Iowa,"Des Moines","1504 NE 54th Ave",1,0,0,0,1,N/A
3307515,"September 13, 2025",California,"Los Angeles","1237 N Cherokee Ave",1,0,0,0,0,N/A
3308331,"September 13, 2025",Ohio,Akron,"1200 block of Sylvan Ave",0,0,1,0,0,N/A
3307639,"September 13, 2025",Missouri,"Saint Louis","3600 block of S Grand Blvd",0,0,1,0,0,N/A
3307621,"September 13, 2025","South Carolina","North Charleston","7900 Rocky Mount Rd",1,0,0,0,1,N/A
3308942,"September 13, 2025","New Mexico",Aztec,"2575 County Rd",1,1,0,0,1,N/A
3306821,"September 13, 2025",Virginia,Radford,"1100 block of Downey St",1,0,0,0,1,N/A
3307723,"September 13, 2025",Texas,Georgetown,"300 block of Luther Dr",3,0,0,0,1,N/A
3307954,"September 13, 2025",California,Napa,"2600 block of Monticello Rd",1,0,0,0,1,N/A
3306810,"September 13, 2025",Georgia,Atlanta,"590 block of Joseph E Lowery Blvd NW",1,0,0,0,0,N/A
3306782,"September 13, 2025",Maryland,Baltimore,"3300 block of Spaulding Ave",1,0,0,0,0,N/A
3307999,"September 13, 2025",Georgia,Clarkston,"3677 Church St",1,0,0,0,0,N/A
3308386,"September 13, 2025",Alabama,Marion,N/A,1,0,0,0,1,N/A
3307355,"September 13, 2025",Florida,Gainesville,"6700 block of SW 4th Pl",0,0,1,0,0,N/A
3306762,"September 13, 2025",Florida,"Tarpon Springs","Midway Ln",0,0,1,0,0,N/A
3306739,"September 13, 2025",Illinois,Chicago,"1700 block of N Kimball Ave",1,0,0,0,0,N/A
3307209,"September 13, 2025",Massachusetts,Lawrence,"151 Essex St",1,0,0,0,0,N/A
3307903,"September 13, 2025",Florida,"West Palm Beach","Palm Beach Lakes Blvd",1,0,0,0,1,N/A
3307017,"September 13, 2025",Virginia,Woodbridge,"13798 Telegraph Rd",1,1,0,0,1,N/A
3306758,"September 13, 2025",Florida,Tampa,"2003 E 7th Ave",1,0,0,0,1,N/A
3307178,"September 13, 2025",Illinois,Chicago,"900 block of W 85th St",1,1,0,0,0,N/A
3307256,"September 13, 2025",Louisiana,Alexandria,"5400 block of Mansour Dr",1,0,0,0,1,N/A
3307274,"September 13, 2025",Louisiana,"Baton Rouge","4643 Sycamore St",1,0,0,0,1,N/A
3306925,"September 13, 2025",Kentucky,"Bowling Green","200 block of E Heights Ave",1,0,0,0,0,N/A
3307146,"September 13, 2025",Illinois,Chicago,"11300 block of S Carpenter St",1,0,0,0,0,N/A
3307300,"September 13, 2025",Pennsylvania,Hazleton,"1501 E Broad St",1,1,1,0,0,N/A
3306014,"September 12, 2025",Alabama,"Birmingham (Homewood)","50 block of Green Springs Hwy",0,0,1,0,0,N/A
3306429,"September 12, 2025","North Carolina",Raleigh,"1109 Pettis Pl",1,0,0,0,1,N/A
3306897,"September 12, 2025",Wisconsin,Milwaukee,"N Teutonia Ave and Good Hope Rd",1,0,0,0,0,N/A
3307012,"September 12, 2025","New York","Corona (Queens)","26-30 96th St",1,0,0,0,0,N/A
3306999,"September 12, 2025",Texas,Odessa,"800 block of Claymoor Dr",0,0,1,0,0,N/A
3306399,"September 12, 2025",California,"Los Angeles","W 68th St and Hoover St",1,0,0,0,0,N/A
3306890,"September 12, 2025",Indiana,"New Haven","Irving Rd and Schwartz Rd",0,0,1,0,0,N/A
3306290,"September 12, 2025",Minnesota,"South Saint Paul","331 2nd Ave S",1,1,0,1,0,N/A
3306515,"September 12, 2025",Kansas,Wichita,"928 S Vassar St",1,0,0,0,1,N/A
3305927,"September 12, 2025",Indiana,Indianapolis,"6200 block of E 11th St",1,0,0,0,0,N/A
3306140,"September 12, 2025","South Carolina",Greenville,"Roosevelt Ave and Nichol St",1,0,0,0,1,N/A
3306989,"September 12, 2025",California,Wildomar,"24000 block of Orange St",1,1,0,0,1,N/A
3306918,"September 12, 2025",Texas,Longview,"200 Bostic Dr",1,1,0,0,1,N/A
3306204,"September 12, 2025","South Carolina","Hilton Head Island","87 Birdsong Way",1,0,0,0,1,N/A
3306912,"September 12, 2025",Texas,Lubbock,"9100 block of Hwy 87",0,0,1,0,0,N/A
3307001,"September 12, 2025",California,"Palm Springs","500 block of E Avenida Cerca",1,0,0,0,1,N/A
3306158,"September 12, 2025",Florida,Orlando,"1724 London Crest Dr",1,0,1,0,0,N/A
3306665,"September 12, 2025",Connecticut,Hartford,"387 Broadview Terrace",1,0,0,0,1,N/A
3306552,"September 12, 2025",Pennsylvania,Pittsburgh,"Newman Way and Felicia Way",1,0,0,0,0,N/A
3306603,"September 12, 2025",Maryland,Dickerson,"23000 block of Mt Ephraim Rd",1,0,0,0,0,N/A
3306373,"September 12, 2025",Illinois,Chicago,"4941 W Monroe St",1,0,0,0,0,N/A
3306370,"September 12, 2025",Illinois,Chicago,"816 E 91st St",1,0,0,0,0,N/A
3306110,"September 12, 2025",Illinois,"Franklin Park","Grand Ave and 25th Ave",0,0,1,0,0,N/A
3307139,"September 12, 2025",Pennsylvania,Philadelphia,"S 59th St",1,0,0,0,0,N/A
3307112,"September 12, 2025",Texas,"San Antonio","2603 Rigsby Ave",2,0,0,0,0,N/A
3306412,"September 11, 2025","North Carolina",Fayetteville,"2500 block of Caledonia Cir",1,1,0,0,1,N/A
3305851,"September 11, 2025",Tennessee,Memphis,"1700 block of Dellwood Ave",0,1,1,0,0,N/A
3305875,"September 11, 2025","North Carolina",Simpson,"432 Queen St",1,0,0,0,0,N/A
3306345,"September 11, 2025",California,Vallejo,"135 Carolina St",1,0,0,0,0,N/A
3306967,"September 11, 2025",Missouri,Independence,"2300 block of S Arlington Ave",0,0,1,0,0,N/A
3306060,"September 11, 2025",California,"El Monte","12269 Garvey Ave",0,0,1,0,0,N/A
3305816,"September 11, 2025",California,"Los Angeles (Commerce)","5400 block of E Slauson Ave",1,0,0,0,0,N/A
3306016,"September 11, 2025",California,Bakersfield,"11910 Tulane Park Pl",1,0,0,0,1,N/A
3306321,"September 11, 2025",Colorado,Pueblo,"1300 S Queens Ave",1,0,0,0,0,N/A
3305680,"September 11, 2025",Arkansas,Jonesboro,"Broadmoor Rd",1,1,0,0,0,N/A
3305393,"September 11, 2025",Florida,Tampa,"6000 block of Woodville St",1,5,0,0,0,N/A
3306129,"September 11, 2025",Virginia,Chesapeake,"2900 block of S Military Hwy",1,0,0,0,0,N/A
3306238,"September 11, 2025","New Jersey","Asbury Park","100 block of Monmouth Ave",1,1,0,0,0,N/A
3306072,"September 11, 2025",Arizona,Glendale,"N 69th Ave and W Butler Dr",1,2,0,0,0,N/A
3308550,"September 11, 2025",Montana,Poplar,"501 Medicine Bear Rd",3,0,0,0,1,N/A
3307143,"September 11, 2025",Illinois,Chicago,"6500 block of S Damen Ave",1,0,0,0,1,N/A
3306005,"September 11, 2025","New York",Brooklyn,"380 Lexington Ave",1,1,0,0,0,N/A
3305898,"September 11, 2025",Alabama,Tuskegee,"2900 block of Pruitt Ct",1,0,0,0,1,N/A
3316632,"September 11, 2025",Oklahoma,Clayton,"State Hwy 43",2,0,1,0,0,N/A
3305936,"September 11, 2025",Georgia,Milledgeville,"411 Pritchard St",1,0,1,0,0,N/A
3306544,"September 11, 2025",Texas,Galveston,"5100 block of Ave Q",1,0,0,0,1,N/A
3306425,"September 11, 2025","North Carolina","Winston Salem (Winston-salem)","3911 Cullen St",1,0,0,0,1,N/A
3305451,"September 11, 2025",Michigan,"Port Huron","2851 Glenview Ct",1,2,0,0,1,N/A
3306539,"September 11, 2025",Tennessee,"Mountain City","800 block of Spear Branch Rd",1,0,0,0,1,N/A
3305243,"September 10, 2025",Kentucky,Louisville,"1200 block of S 3rd St",1,0,0,0,1,N/A
3305116,"September 10, 2025",Georgia,Atlanta,"75 14th St NE",0,0,1,0,0,N/A
3305306,"September 10, 2025",Tennessee,Cookeville,"McClain Rd",0,0,1,0,0,N/A
3306478,"September 10, 2025",Iowa,"Cedar Rapids","129 27th St NE",1,0,0,0,1,N/A
3304864,"September 10, 2025",California,Sacramento,"6225 Franklin Blvd",1,0,0,0,1,N/A
3305066,"September 10, 2025","North Carolina",Durham,"200 block of Marbella Grove Ct",1,0,0,0,0,N/A
3305029,"September 10, 2025",Wisconsin,Milwaukee,"2400 block of W Lloyd St",1,0,0,0,0,N/A
3308718,"September 10, 2025",Florida,Hialeah,"2265 W Fourth Ct",1,0,0,0,1,N/A
3305714,"September 10, 2025",California,"San Diego","5010 Newport Ave",1,0,0,0,0,N/A
3313847,"September 10, 2025",Indiana,Gary,"526 E Ridge Rd",1,0,0,0,0,N/A
3305631,"September 10, 2025",Georgia,"Stone Mountain","500 block of Pennybrook Ln",1,0,0,0,1,N/A
3304673,"September 10, 2025",Texas,Austin,"700 block of Azie Morton Rd",0,1,1,1,1,N/A
3305557,"September 10, 2025",California,Oakland,"7114 International Blvd",0,2,2,3,3,N/A
3305683,"September 10, 2025","South Carolina",Burton,"60 Shanklin Rd",1,0,0,0,0,N/A
3305638,"September 10, 2025",Texas,Dallas,"7100 block of Holly Hill Dr",1,0,0,0,0,N/A
3305118,"September 10, 2025",Maryland,Baltimore,"1100 block of Ashburton St",1,0,0,0,0,N/A
3305544,"September 10, 2025",Florida,Bradenton,"800 block of 63rd Ave W",0,0,1,0,0,N/A
3305448,"September 10, 2025",Florida,Jacksonville,"Labelle St",1,0,0,0,1,N/A
3305533,"September 10, 2025",Alabama,Mobile,"1200 block of Persimmon St",1,0,0,0,1,N/A
3304755,"September 10, 2025",Maryland,Baltimore,"2300 block of Ashland Ave",1,0,0,0,0,N/A
3306106,"September 10, 2025",Virginia,Bluefield,"Slade Rd",0,0,1,0,0,N/A
3307919,"September 10, 2025",Florida,"Pembroke Pines","1730 NW 109th Ave",2,0,0,1,0,N/A
3305124,"September 10, 2025",California,"Los Angeles","Parthenia St and Orion Ave",0,0,1,0,0,N/A
3304711,"September 10, 2025",Florida,"Saint Augustine","Brainard Dr and 1st St",0,0,1,0,0,N/A
3304706,"September 10, 2025",Maine,Hartland,"98 Main St",0,0,1,0,0,N/A
3305627,"September 10, 2025",Texas,Alice,"2015 S Cameron St",1,2,0,0,4,N/A
3305446,"September 10, 2025",Nevada,"Las Vegas","3700 block of Geist Ave",1,0,0,0,0,N/A
3308074,"September 10, 2025",Ohio,Canton,"1300 block of Wernet Ct SW",1,0,0,0,1,N/A
3304831,"September 10, 2025",Colorado,Evergreen,"29300 Buffalo Park Rd",0,2,1,0,0,N/A
3305712,"September 10, 2025",Arkansas,"Cherokee Village","Katta Dr",0,0,1,0,0,N/A
3306618,"September 10, 2025",Virginia,"Wallops Island","33620 Chincoteague Rd",1,0,0,0,1,N/A
3304977,"September 10, 2025",Indiana,"Indianapolis (Lawrence)","7300 block of Red Rock Rd",0,0,1,0,0,N/A
3304748,"September 10, 2025",Utah,Orem,"800 W University Pkwy",1,0,0,0,1,N/A
3304928,"September 10, 2025",Michigan,Detroit,"19700 block of Harned St",1,0,0,0,0,N/A
3304992,"September 10, 2025",Indiana,Indianapolis,"8000 block of Dowitch Ln",1,0,0,0,1,N/A
3304771,"September 10, 2025",Maryland,Marlton,"Grandhaven Ave and Old Colony Dr",1,0,0,0,0,N/A
3305178,"September 10, 2025",Kentucky,Louisville,"900 block of Euclid Ave",1,0,0,0,0,N/A
3308451,"September 9, 2025",Alaska,Anchorage,"Spenard Rd and W 26th Ave",1,0,0,0,1,N/A
3305146,"September 9, 2025",Georgia,Atlanta,"201 Moury Ave SW",1,0,0,0,0,N/A
3309937,"September 9, 2025","North Carolina",Jacksonville,"400 Ruddy Ct",1,0,0,0,0,N/A
3305292,"September 9, 2025",Oregon,Portland,"500 block of NE Holladay St",1,0,0,0,0,N/A
3305031,"September 9, 2025",Ohio,Cincinnati,"Hamilton Ave and Lakenoll Dr",1,0,0,0,1,N/A
3304693,"September 9, 2025","New York",Haverstraw,"77 Clove Ave",1,0,0,0,0,N/A
3304945,"September 9, 2025",Minnesota,Wyoming,"6200 block of Forest Blvd Trail",0,0,1,0,0,N/A
3304542,"September 9, 2025",Wisconsin,Milwaukee,"400 block of W Locust St",1,0,0,0,0,N/A
3304285,"September 9, 2025",California,"Baldwin Park (Irwindale)","N Irwindale Ave and Arrow Hwy",1,0,0,0,1,N/A
3304612,"September 9, 2025",California,"Santa Rosa","1477 Cecilia Dr",1,0,0,0,2,N/A
3304827,"September 9, 2025",California,Stockton,"Doray Ct and Pixie Dr",0,0,1,0,0,N/A
3306530,"September 9, 2025",Kentucky,Stearns,"111 Farm Ridge Rd",1,0,0,0,1,N/A
3304726,"September 9, 2025",California,Dinuba,"300 block of N Smith Ave",1,0,0,0,1,N/A
3304690,"September 9, 2025",Louisiana,Houma,"700 block of Bayou Gardens Blvd",1,1,0,0,3,N/A
3304803,"September 9, 2025",Mississippi,Jackson,"2400 block of Coronet Pl",1,0,0,0,1,N/A
3304430,"September 9, 2025",Maryland,Baltimore,"1000 block of N Arlington Ave",1,0,0,0,0,N/A
3304645,"September 9, 2025",Texas,"Katy (Park Row)","6000 block of Diantha St",1,0,0,0,0,N/A
3304404,"September 9, 2025",Florida,Orlando,"1812 W Sand Lake Rd",1,0,0,0,2,N/A
3304746,"September 9, 2025","New York","West Islip",N/A,1,0,0,0,0,N/A
3304505,"September 9, 2025",Illinois,Chicago,"7414 S Kimbark Ave",1,0,0,0,0,N/A
3305840,"September 9, 2025",Illinois,Chicago,"855 E 79th St",1,0,0,0,0,N/A
3304118,"September 9, 2025",Illinois,Chicago,"2500 block of E 79th St",1,0,0,0,0,N/A
3304620,"September 9, 2025",California,Lancaster,"45043 Spearman Ave",1,0,0,0,0,N/A
3304589,"September 9, 2025",Alabama,Birmingham,"14 block of 4th Ct W",0,0,1,0,0,N/A
3304483,"September 9, 2025",Oklahoma,Blanchard,"Coyle Ave and 300th St",2,0,1,0,0,N/A
3310853,"September 9, 2025",Alaska,Anchorage,"5081 Mountain View Dr",2,0,0,0,0,N/A
3303943,"September 9, 2025",Texas,"El Paso","1700 block of Dale Douglas Dr",1,1,0,0,2,N/A
3305260,"September 9, 2025",Kentucky,Augusta,"Augusta Chatham Rd",0,0,1,0,0,N/A
3309358,"September 9, 2025",Missouri,Marshfield,"640A E Madison St",1,0,1,0,0,N/A
3305906,"September 9, 2025",Colorado,"Pinewood Springs","Deer Ln",1,0,1,0,0,N/A
3304973,"September 8, 2025",Ohio,Cleveland,"2500 block of Bundy Dr",1,0,0,0,0,N/A
3303639,"September 8, 2025",Kentucky,Louisville,"4200 block of Norene Ln",1,1,0,0,0,N/A
3305810,"September 8, 2025",Washington,Enumclaw,"1421 Cole St",1,0,0,0,0,N/A
3303688,"September 8, 2025",Michigan,Detroit,"20500 block of Cherrylawn St",1,0,0,0,0,N/A
3303409,"September 8, 2025",Illinois,Chicago,"2200 block of S State St",1,0,0,0,1,N/A
3304816,"September 8, 2025",California,Oakland,"1600 block of Third Ave",1,0,0,0,0,N/A
3304549,"September 8, 2025",Missouri,"Kansas City","3200 block of Independence Ave",1,0,0,0,0,N/A
3303938,"September 8, 2025",Texas,"Little Elm","2300 block of Okeefe Dr",1,0,0,0,1,N/A
3303952,"September 8, 2025",Texas,"San Antonio","6721 Cll Fincias",1,0,0,0,1,N/A
3303529,"September 8, 2025",Minnesota,Minneapolis,"1916 Elliot Ave",1,0,0,0,0,N/A
3304229,"September 8, 2025",Texas,"Woodland Oaks","Woodland Oaks Dr and Shady Grove Dr",1,0,0,0,0,N/A
3303954,"September 8, 2025",Arizona,Phoenix,"N 35th Ave and W Fillmore St",0,0,1,0,0,N/A
3304212,"September 8, 2025","South Carolina",Hartsville,"Hidden Creek Dr",1,0,0,0,1,N/A
3303249,"September 8, 2025",Mississippi,Ellisville,"599 Graves Rd",1,0,0,0,1,N/A
3304220,"September 8, 2025",Texas,Houston,"6915 Hoffman St",0,0,1,0,0,N/A
3303399,"September 8, 2025",Illinois,Chicago,"300 block of E 87th St",1,0,0,0,0,N/A
3303894,"September 8, 2025",Louisiana,Houma,"Lake Long Dr",0,0,1,0,0,N/A
3304537,"September 8, 2025",Arizona,Tucson,"2866 N Desert Ave",1,0,1,0,0,N/A
3303493,"September 8, 2025",Ohio,Dorset,"Stanhope-Kelloggsville Rd and Anderson Rd",0,0,1,0,0,N/A
3304605,"September 8, 2025",California,"Santa Ana","400 S Susan St",1,3,0,0,0,N/A
3303489,"September 8, 2025",Texas,"Fort Worth","6500 block of Tomstock Dr",1,0,0,0,1,N/A
3304515,"September 8, 2025",Oklahoma,Okmulgee,"N Miami Ave and E Kennedy",1,0,0,0,0,N/A
3304366,"September 7, 2025","North Carolina",Hamlet,"Horseshoe Dr",1,0,0,0,1,N/A
3303656,"September 7, 2025",Illinois,Eldorado,"Benton St and 1st St",1,0,0,0,1,N/A
3303654,"September 7, 2025",Missouri,Harrisburg,"200 block of Railroad St",0,0,1,0,0,N/A
3303651,"September 7, 2025",Maryland,"Oxon Hill","100 block of Iroquois Way",0,1,1,0,0,N/A
3302624,"September 7, 2025","North Carolina",Charlotte,"200 block of Atando Ave",1,2,0,0,0,N/A
3303002,"September 7, 2025","New York","Corona (Queens)","133-39 Guy R Brewer Blvd",1,0,0,0,0,N/A
3303165,"September 7, 2025",Pennsylvania,Philadelphia,"E Courtland St and N Front St",1,0,0,0,0,N/A
3303061,"September 7, 2025",Ohio,Loveland,N/A,1,0,0,0,1,N/A
3302689,"September 7, 2025",Virginia,Roanoke,"5301 Williamson Rd NE",1,0,0,0,1,N/A
3304352,"September 7, 2025",Colorado,"Aurora (Centennial)","5200 block of Shawnee Way",1,0,0,0,1,N/A
3302630,"September 7, 2025","North Carolina",Charlotte,"4000 block of Queen City Dr",1,0,0,0,0,N/A
3304005,"September 7, 2025",Arkansas,Fayetteville,"341 N Garnet Ct",0,0,1,0,0,N/A
3302863,"September 7, 2025","New York",Bronx,"Saratoga Ave and Eastern Pkwy",0,0,1,0,0,N/A
3305704,"September 7, 2025",California,Ramona,"700 block of Eighth St",1,0,0,0,1,N/A
3302922,"September 7, 2025",Kansas,Wichita,"700 block of N Piatt Ave",1,0,0,0,2,N/A
3302971,"September 7, 2025",Missouri,"Saint Louis (Ferguson)","9000 block of Abaco Dr",1,0,0,0,1,N/A
3302918,"September 7, 2025",Kansas,Haysville,"7700 block of S Broadway",1,0,0,0,1,N/A
3302637,"September 7, 2025",California,"Los Angeles","Beloit Ave and Missouri Ave",1,0,0,0,0,N/A
3304857,"September 7, 2025",Mississippi,Vicksburg,"100 Common Cir",1,0,0,0,1,N/A
3303737,"September 7, 2025","South Carolina",Dillon,"Smutherman Dr",1,0,0,0,0,N/A
3302946,"September 7, 2025","South Carolina",Beaufort,"325 Ambrose Run",1,0,0,0,0,N/A
3303394,"September 7, 2025",Georgia,Eastman,"1st Ave and King St",0,1,1,0,0,N/A
3303392,"September 7, 2025","New Jersey",Trenton,"Calhoun St and Jennett St",1,0,0,0,0,N/A
3303331,"September 7, 2025",Nevada,Reno,"14001 Summit Sierra Blvd",2,1,0,0,4,N/A
3303312,"September 7, 2025",Texas,Dallas,"1800 block of Mentor Ave",1,0,0,0,1,N/A
3302748,"September 7, 2025",Texas,Cleveland,"2843 County Rd 5018",2,4,0,0,0,N/A
3303227,"September 7, 2025",Illinois,Rockford,"2211 Charles St",1,0,0,0,0,N/A
3302704,"September 7, 2025",Texas,"North Richland Hills","8651 Airport Fwy",1,1,0,0,1,N/A
3302794,"September 7, 2025",Texas,"Henderson (Pleasant Grove)","2900 block of Prichard Ln",1,2,0,0,0,N/A
3303203,"September 7, 2025",Illinois,Chicago,"45 N Western Ave",1,1,0,0,0,N/A
3303205,"September 7, 2025",Illinois,Chicago,"4800 block of W Fulton St",1,0,0,0,0,N/A
3302615,"September 7, 2025",Illinois,Chicago,"3528 S Leavitt Ave",1,0,0,0,1,N/A
3302978,"September 7, 2025",Missouri,"Saint Louis","4400 block of Minnesota Ave",1,0,0,0,1,N/A
3303563,"September 7, 2025",Florida,"Saint Petersburg","3101 Emerson Ave S",1,0,0,0,1,N/A
3303151,"September 7, 2025","District of Columbia",Washington,"3700 block of Birney Pl SE",1,0,0,0,0,N/A
3303547,"September 7, 2025","West Virginia",Dunbar,"400 block of 16th St",1,0,0,1,0,N/A
3304301,"September 7, 2025",Alabama,Gadsden,"6000 block of US-411",2,0,0,0,0,N/A
3303340,"September 7, 2025",Georgia,Augusta,"3667 Walton Wy Ext",2,0,0,0,1,N/A
3302789,"September 7, 2025",Texas,Dallas,"7500 block of Chaucer Pl",1,0,0,0,0,N/A
3303879,"September 7, 2025",Missouri,"Saint Louis (Berkeley)",N/A,1,0,0,0,1,N/A
3303780,"September 7, 2025",Missouri,"Saint Louis",N/A,1,0,0,0,1,N/A
3303051,"September 7, 2025","North Carolina",Sanford,"1821 Lee Ave",1,0,0,0,1,N/A
3303110,"September 7, 2025",Maryland,Bowie,"4000 block of Rockport Ln",1,0,0,0,1,N/A
3303771,"September 7, 2025",Missouri,"Saint Louis","4200 block of Cote Brilliante Ave",1,0,0,0,0,N/A
3303732,"September 7, 2025",Oregon,Ashland,"N 2nd St and A St",1,0,0,0,0,N/A
3303694,"September 6, 2025","South Carolina",Columbia,"Camp Branch Rd",1,0,0,0,0,N/A
3302280,"September 6, 2025",Ohio,Youngstown,"2626 Tyrell Ave",1,0,0,0,1,N/A
3302595,"September 6, 2025",Pennsylvania,"Lansdowne (East Lansdowne)","158 Wildwood Ave",1,0,0,0,1,N/A
3303158,"September 6, 2025",Pennsylvania,Canonsburg,"500 block of Giffin Ave",1,0,0,0,1,N/A
3302242,"September 6, 2025",California,Visalia,"229 E Main St",1,2,0,0,2,N/A
3306932,"September 6, 2025","North Carolina",Asheboro,"Hickory Dr",1,0,0,0,0,N/A
3303556,"September 6, 2025","North Carolina",Chocowinity,"2050 NC-102 W",1,0,0,0,1,N/A
3302941,"September 6, 2025",Georgia,Hampton,"10653 Paladin Dr",1,0,0,0,3,N/A
3303569,"September 6, 2025","West Virginia","Crawley (Clintonville)","Shoestring Trail",1,0,0,0,0,N/A
3309560,"September 6, 2025","New Mexico","Santa Fe","Lopez St",1,0,0,0,1,N/A
3302411,"September 6, 2025",Texas,Dallas,"1200 block of Stone Mesa Dr",1,0,0,0,0,N/A
3302842,"September 6, 2025",Florida,"Fort Lauderdale (Dania Beach)","800 Stirling Rd",0,0,1,1,0,N/A
3302387,"September 6, 2025",Kentucky,Louisville,"5500 block of Lodema Way",1,0,0,0,0,N/A
3302007,"September 6, 2025",Illinois,Chicago,"800 N Waller Ave",0,0,1,0,0,N/A
3302975,"September 6, 2025",Missouri,"Saint Louis","5700 block of Henner Ave",1,0,0,0,1,N/A
3304291,"September 6, 2025",Colorado,"Colorado Springs","1220 Potter Dr",1,1,0,0,0,N/A
3302608,"September 6, 2025",Indiana,Indianapolis,"3900 block of Delmont Dr",1,0,0,0,0,N/A
3303086,"September 6, 2025","North Carolina","Castle Hayne","3329 Davis Ln",2,0,0,0,1,N/A
3302632,"September 6, 2025",California,"Los Angeles","619 S Westlake Ave",1,0,0,0,0,N/A
3304844,"September 6, 2025",Texas,Louise,"1102 W North St",1,1,0,0,0,N/A
3302024,"September 6, 2025",California,"Los Angeles","1007 N Western Ave",1,1,0,0,1,N/A
3302041,"September 6, 2025",Virginia,Portsmouth,"Manly St and Dahlia St S",1,3,0,0,0,N/A
